CDFR,CDFR_denominator,CPA,CPD,OCA,PFR,SSR,URFR,URFR_denominator,accuracy,avg_label_purity_covered,balanced_accuracy,char_feature_dim,clone_rate_drop,coverage,covered_only_metrics,covered_rows,experiment,f1,fallback_label,fallback_label_text,feature_dim,feature_names,fn,fp,macro_f1,model,n,n_counterfactual_pairs,n_unique_sources,original_clone_rows,original_mean_prob_yes,original_predicted_clone_rate,precision,predicted_positive_rate,prob_yes_drop,protocol,recall,scope,section,selected_c,shuffled_mean_prob_yes,shuffled_predicted_clone_rate,shuffled_rows,tn,tp,uncovered_rows,valid_metrics,variant,variant_label,word_feature_dim
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_pair_hash_lookup,0.0,0,no,,,300,0,0.3333,deepseek_v4_flash,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_a_hash_lookup,0.0,0,no,,,300,0,0.3333,deepseek_v4_flash,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_b_hash_lookup,0.0,0,no,,,300,0,0.3333,deepseek_v4_flash,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,50000,,,,,a2_code_a_only,0.0,,,73142,,300,0,0.3333,deepseek_v4_flash,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,23142
,,,,,,,,,0.5,,0.5,50000,,,,,a3_code_b_only,0.0,,,100000,,300,0,0.3333,deepseek_v4_flash,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,50000
,,,,,,,,,0.6,,0.6,,,,,,a4_lite_surface,0.6215,,,15,"['char_a', 'char_b', 'line_a', 'line_b', 'token_a', 'token_b', 'char_abs_diff', 'char_signed_diff', 'char_ratio', 'line_abs_diff', 'line_signed_diff', 'line_ratio', 'token_abs_diff', 'token_signed_diff', 'token_ratio']",103,137,0.5987,deepseek_v4_flash,600,,,,,,0.5898,0.5567,,p2,0.6567,,shortcut_baselines,1.0,,,,163,197,,"{'n': 600, 'precision': 0.5586, 'recall': 0.6833, 'f1': 0.6147, 'macro_f1': 0.5663, 'accuracy': 0.5717, 'balanced_accuracy': 0.5717, 'predicted_positive_rate': 0.6117, 'tp': 205, 'fp': 162, 'tn': 138, 'fn': 95}",,,
,,,,,,,,,0.705,,0.705,,,,,,a4_full_surface_lexical,0.6889,,,40,"['char_a', 'char_abs_diff', 'char_b', 'char_ratio_ab', 'char_ratio_ba', 'id_a', 'id_abs_diff', 'id_b', 'id_ratio_ab', 'id_ratio_ba', 'identifier_multiset_l1', 'identifier_multiset_overlap', 'identifier_set_jaccard', 'lang_pair=Java->C', 'lang_pair=Java->C#', 'lang_pair=Java->C++', 'lang_pair=Java->Go', 'lang_pair=Java->JavaScript', 'lang_pair=Java->OCaml', 'lang_pair=Java->PHP', 'lang_pair=Java->Python', 'lang_pair=Java->Ruby', 'lang_pair=Java->Rust', 'line_a', 'line_abs_diff', 'line_b', 'line_density_a', 'line_density_b', 'line_ratio_ab', 'line_ratio_ba', 'structure_multiset_l1', 'structure_multiset_overlap', 'token_a', 'token_abs_diff', 'token_b', 'token_multiset_l1', 'token_multiset_overlap', 'token_ratio_ab', 'token_ratio_ba', 'token_set_jaccard']",104,73,0.7042,deepseek_v4_flash,600,,,,,,0.7286,0.4483,,p2,0.6533,,shortcut_baselines,1.0,,,,227,196,,"{'n': 600, 'precision': 0.6594, 'recall': 0.71, 'f1': 0.6838, 'macro_f1': 0.6712, 'accuracy': 0.6717, 'balanced_accuracy': 0.6717, 'predicted_positive_rate': 0.5383, 'tp': 213, 'fp': 110, 'tn': 190, 'fn': 87}",,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_pair_hash_lookup,0.0,0,no,,,301,0,0.3333,embedding_svm,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,602,,,,
,,,,,,,,,0.5,0.5,0.5,,,1.0,"{'n': 602, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 301, 'fn': 301}",602,a1_code_a_hash_lookup,0.0,0,no,,,301,0,0.3333,embedding_svm,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,0,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_b_hash_lookup,0.0,0,no,,,301,0,0.3333,embedding_svm,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,602,,,,
,,,,,,,,,0.5,,0.5,50000,,,,,a2_code_a_only,0.0,,,77576,,301,0,0.3333,embedding_svm,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,0.1,,,,301,0,,"{'n': 588, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 294, 'fn': 294}",,,27576
,,,,,,,,,0.5,,0.5,50000,,,,,a3_code_b_only,0.0,,,100000,,301,0,0.3333,embedding_svm,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,0.1,,,,301,0,,"{'n': 588, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 294, 'fn': 294}",,,50000
,,,,,,,,,0.5864,,0.5864,,,,,,a4_lite_surface,0.6128,,,15,"['char_a', 'char_b', 'line_a', 'line_b', 'token_a', 'token_b', 'char_abs_diff', 'char_signed_diff', 'char_ratio', 'line_abs_diff', 'line_signed_diff', 'line_ratio', 'token_abs_diff', 'token_signed_diff', 'token_ratio']",104,145,0.5845,embedding_svm,602,,,,,,0.576,0.5681,,p0-eb,0.6545,,shortcut_baselines,0.1,,,,156,197,,"{'n': 588, 'precision': 0.5539, 'recall': 0.6463, 'f1': 0.5965, 'macro_f1': 0.5599, 'accuracy': 0.5629, 'balanced_accuracy': 0.5629, 'predicted_positive_rate': 0.5833, 'tp': 190, 'fp': 153, 'tn': 141, 'fn': 104}",,,
,,,,,,,,,0.7259,,0.7259,,,,,,a4_full_surface_lexical,0.7236,,,40,"['char_a', 'char_abs_diff', 'char_b', 'char_ratio_ab', 'char_ratio_ba', 'id_a', 'id_abs_diff', 'id_b', 'id_ratio_ab', 'id_ratio_ba', 'identifier_multiset_l1', 'identifier_multiset_overlap', 'identifier_set_jaccard', 'lang_pair=Java->C', 'lang_pair=Java->C#', 'lang_pair=Java->C++', 'lang_pair=Java->Go', 'lang_pair=Java->JavaScript', 'lang_pair=Java->OCaml', 'lang_pair=Java->PHP', 'lang_pair=Java->Python', 'lang_pair=Java->Ruby', 'lang_pair=Java->Rust', 'line_a', 'line_abs_diff', 'line_b', 'line_density_a', 'line_density_b', 'line_ratio_ab', 'line_ratio_ba', 'structure_multiset_l1', 'structure_multiset_overlap', 'token_a', 'token_abs_diff', 'token_b', 'token_multiset_l1', 'token_multiset_overlap', 'token_ratio_ab', 'token_ratio_ba', 'token_set_jaccard']",85,80,0.7259,embedding_svm,602,,,,,,0.7297,0.4917,,p0-eb,0.7176,,shortcut_baselines,10.0,,,,221,216,,"{'n': 588, 'precision': 0.7089, 'recall': 0.7041, 'f1': 0.7065, 'macro_f1': 0.7075, 'accuracy': 0.7075, 'balanced_accuracy': 0.7075, 'predicted_positive_rate': 0.4966, 'tp': 207, 'fp': 85, 'tn': 209, 'fn': 87}",,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_pair_hash_lookup,0.0,0,no,,,300,0,0.3333,embedding_svm,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_a_hash_lookup,0.0,0,no,,,300,0,0.3333,embedding_svm,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_b_hash_lookup,0.0,0,no,,,300,0,0.3333,embedding_svm,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,50000,,,,,a2_code_a_only,0.0,,,73142,,300,0,0.3333,embedding_svm,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,23142
,,,,,,,,,0.5,,0.5,50000,,,,,a3_code_b_only,0.0,,,100000,,300,0,0.3333,embedding_svm,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,50000
,,,,,,,,,0.6,,0.6,,,,,,a4_lite_surface,0.6215,,,15,"['char_a', 'char_b', 'line_a', 'line_b', 'token_a', 'token_b', 'char_abs_diff', 'char_signed_diff', 'char_ratio', 'line_abs_diff', 'line_signed_diff', 'line_ratio', 'token_abs_diff', 'token_signed_diff', 'token_ratio']",103,137,0.5987,embedding_svm,600,,,,,,0.5898,0.5567,,p2,0.6567,,shortcut_baselines,1.0,,,,163,197,,"{'n': 600, 'precision': 0.5586, 'recall': 0.6833, 'f1': 0.6147, 'macro_f1': 0.5663, 'accuracy': 0.5717, 'balanced_accuracy': 0.5717, 'predicted_positive_rate': 0.6117, 'tp': 205, 'fp': 162, 'tn': 138, 'fn': 95}",,,
,,,,,,,,,0.705,,0.705,,,,,,a4_full_surface_lexical,0.6889,,,40,"['char_a', 'char_abs_diff', 'char_b', 'char_ratio_ab', 'char_ratio_ba', 'id_a', 'id_abs_diff', 'id_b', 'id_ratio_ab', 'id_ratio_ba', 'identifier_multiset_l1', 'identifier_multiset_overlap', 'identifier_set_jaccard', 'lang_pair=Java->C', 'lang_pair=Java->C#', 'lang_pair=Java->C++', 'lang_pair=Java->Go', 'lang_pair=Java->JavaScript', 'lang_pair=Java->OCaml', 'lang_pair=Java->PHP', 'lang_pair=Java->Python', 'lang_pair=Java->Ruby', 'lang_pair=Java->Rust', 'line_a', 'line_abs_diff', 'line_b', 'line_density_a', 'line_density_b', 'line_ratio_ab', 'line_ratio_ba', 'structure_multiset_l1', 'structure_multiset_overlap', 'token_a', 'token_abs_diff', 'token_b', 'token_multiset_l1', 'token_multiset_overlap', 'token_ratio_ab', 'token_ratio_ba', 'token_set_jaccard']",104,73,0.7042,embedding_svm,600,,,,,,0.7286,0.4483,,p2,0.6533,,shortcut_baselines,1.0,,,,227,196,,"{'n': 600, 'precision': 0.6594, 'recall': 0.71, 'f1': 0.6838, 'macro_f1': 0.6712, 'accuracy': 0.6717, 'balanced_accuracy': 0.6717, 'predicted_positive_rate': 0.5383, 'tp': 213, 'fp': 110, 'tn': 190, 'fn': 87}",,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_pair_hash_lookup,0.0,0,no,,,301,0,0.3333,graphcodebert,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,602,,,,
,,,,,,,,,0.5,0.5,0.5,,,1.0,"{'n': 602, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 301, 'fn': 301}",602,a1_code_a_hash_lookup,0.0,0,no,,,301,0,0.3333,graphcodebert,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,0,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_b_hash_lookup,0.0,0,no,,,301,0,0.3333,graphcodebert,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,602,,,,
,,,,,,,,,0.5,,0.5,50000,,,,,a2_code_a_only,0.0,,,77576,,301,0,0.3333,graphcodebert,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,0.1,,,,301,0,,"{'n': 588, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 294, 'fn': 294}",,,27576
,,,,,,,,,0.5,,0.5,50000,,,,,a3_code_b_only,0.0,,,100000,,301,0,0.3333,graphcodebert,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,0.1,,,,301,0,,"{'n': 588, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 294, 'fn': 294}",,,50000
,,,,,,,,,0.5864,,0.5864,,,,,,a4_lite_surface,0.6128,,,15,"['char_a', 'char_b', 'line_a', 'line_b', 'token_a', 'token_b', 'char_abs_diff', 'char_signed_diff', 'char_ratio', 'line_abs_diff', 'line_signed_diff', 'line_ratio', 'token_abs_diff', 'token_signed_diff', 'token_ratio']",104,145,0.5845,graphcodebert,602,,,,,,0.576,0.5681,,p0-eb,0.6545,,shortcut_baselines,0.1,,,,156,197,,"{'n': 588, 'precision': 0.5539, 'recall': 0.6463, 'f1': 0.5965, 'macro_f1': 0.5599, 'accuracy': 0.5629, 'balanced_accuracy': 0.5629, 'predicted_positive_rate': 0.5833, 'tp': 190, 'fp': 153, 'tn': 141, 'fn': 104}",,,
,,,,,,,,,0.7259,,0.7259,,,,,,a4_full_surface_lexical,0.7236,,,40,"['char_a', 'char_abs_diff', 'char_b', 'char_ratio_ab', 'char_ratio_ba', 'id_a', 'id_abs_diff', 'id_b', 'id_ratio_ab', 'id_ratio_ba', 'identifier_multiset_l1', 'identifier_multiset_overlap', 'identifier_set_jaccard', 'lang_pair=Java->C', 'lang_pair=Java->C#', 'lang_pair=Java->C++', 'lang_pair=Java->Go', 'lang_pair=Java->JavaScript', 'lang_pair=Java->OCaml', 'lang_pair=Java->PHP', 'lang_pair=Java->Python', 'lang_pair=Java->Ruby', 'lang_pair=Java->Rust', 'line_a', 'line_abs_diff', 'line_b', 'line_density_a', 'line_density_b', 'line_ratio_ab', 'line_ratio_ba', 'structure_multiset_l1', 'structure_multiset_overlap', 'token_a', 'token_abs_diff', 'token_b', 'token_multiset_l1', 'token_multiset_overlap', 'token_ratio_ab', 'token_ratio_ba', 'token_set_jaccard']",85,80,0.7259,graphcodebert,602,,,,,,0.7297,0.4917,,p0-eb,0.7176,,shortcut_baselines,10.0,,,,221,216,,"{'n': 588, 'precision': 0.7089, 'recall': 0.7041, 'f1': 0.7065, 'macro_f1': 0.7075, 'accuracy': 0.7075, 'balanced_accuracy': 0.7075, 'predicted_positive_rate': 0.4966, 'tp': 207, 'fp': 85, 'tn': 209, 'fn': 87}",,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_pair_hash_lookup,0.0,0,no,,,300,0,0.3333,graphcodebert,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_a_hash_lookup,0.0,0,no,,,300,0,0.3333,graphcodebert,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_b_hash_lookup,0.0,0,no,,,300,0,0.3333,graphcodebert,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,50000,,,,,a2_code_a_only,0.0,,,73142,,300,0,0.3333,graphcodebert,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,23142
,,,,,,,,,0.5,,0.5,50000,,,,,a3_code_b_only,0.0,,,100000,,300,0,0.3333,graphcodebert,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,50000
,,,,,,,,,0.6,,0.6,,,,,,a4_lite_surface,0.6215,,,15,"['char_a', 'char_b', 'line_a', 'line_b', 'token_a', 'token_b', 'char_abs_diff', 'char_signed_diff', 'char_ratio', 'line_abs_diff', 'line_signed_diff', 'line_ratio', 'token_abs_diff', 'token_signed_diff', 'token_ratio']",103,137,0.5987,graphcodebert,600,,,,,,0.5898,0.5567,,p2,0.6567,,shortcut_baselines,1.0,,,,163,197,,"{'n': 600, 'precision': 0.5586, 'recall': 0.6833, 'f1': 0.6147, 'macro_f1': 0.5663, 'accuracy': 0.5717, 'balanced_accuracy': 0.5717, 'predicted_positive_rate': 0.6117, 'tp': 205, 'fp': 162, 'tn': 138, 'fn': 95}",,,
,,,,,,,,,0.705,,0.705,,,,,,a4_full_surface_lexical,0.6889,,,40,"['char_a', 'char_abs_diff', 'char_b', 'char_ratio_ab', 'char_ratio_ba', 'id_a', 'id_abs_diff', 'id_b', 'id_ratio_ab', 'id_ratio_ba', 'identifier_multiset_l1', 'identifier_multiset_overlap', 'identifier_set_jaccard', 'lang_pair=Java->C', 'lang_pair=Java->C#', 'lang_pair=Java->C++', 'lang_pair=Java->Go', 'lang_pair=Java->JavaScript', 'lang_pair=Java->OCaml', 'lang_pair=Java->PHP', 'lang_pair=Java->Python', 'lang_pair=Java->Ruby', 'lang_pair=Java->Rust', 'line_a', 'line_abs_diff', 'line_b', 'line_density_a', 'line_density_b', 'line_ratio_ab', 'line_ratio_ba', 'structure_multiset_l1', 'structure_multiset_overlap', 'token_a', 'token_abs_diff', 'token_b', 'token_multiset_l1', 'token_multiset_overlap', 'token_ratio_ab', 'token_ratio_ba', 'token_set_jaccard']",104,73,0.7042,graphcodebert,600,,,,,,0.7286,0.4483,,p2,0.6533,,shortcut_baselines,1.0,,,,227,196,,"{'n': 600, 'precision': 0.6594, 'recall': 0.71, 'f1': 0.6838, 'macro_f1': 0.6712, 'accuracy': 0.6717, 'balanced_accuracy': 0.6717, 'predicted_positive_rate': 0.5383, 'tp': 213, 'fp': 110, 'tn': 190, 'fn': 87}",,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_pair_hash_lookup,0.0,0,no,,,301,0,0.3333,unixcoder,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,602,,,,
,,,,,,,,,0.5,0.5,0.5,,,1.0,"{'n': 602, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 301, 'fn': 301}",602,a1_code_a_hash_lookup,0.0,0,no,,,301,0,0.3333,unixcoder,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,0,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_b_hash_lookup,0.0,0,no,,,301,0,0.3333,unixcoder,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,,,,,301,0,602,,,,
,,,,,,,,,0.5,,0.5,50000,,,,,a2_code_a_only,0.0,,,77576,,301,0,0.3333,unixcoder,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,0.1,,,,301,0,,"{'n': 588, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 294, 'fn': 294}",,,27576
,,,,,,,,,0.5,,0.5,50000,,,,,a3_code_b_only,0.0,,,100000,,301,0,0.3333,unixcoder,602,,,,,,0.0,0.0,,p0-eb,0.0,,shortcut_baselines,0.1,,,,301,0,,"{'n': 588, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 294, 'fn': 294}",,,50000
,,,,,,,,,0.5864,,0.5864,,,,,,a4_lite_surface,0.6128,,,15,"['char_a', 'char_b', 'line_a', 'line_b', 'token_a', 'token_b', 'char_abs_diff', 'char_signed_diff', 'char_ratio', 'line_abs_diff', 'line_signed_diff', 'line_ratio', 'token_abs_diff', 'token_signed_diff', 'token_ratio']",104,145,0.5845,unixcoder,602,,,,,,0.576,0.5681,,p0-eb,0.6545,,shortcut_baselines,0.1,,,,156,197,,"{'n': 588, 'precision': 0.5539, 'recall': 0.6463, 'f1': 0.5965, 'macro_f1': 0.5599, 'accuracy': 0.5629, 'balanced_accuracy': 0.5629, 'predicted_positive_rate': 0.5833, 'tp': 190, 'fp': 153, 'tn': 141, 'fn': 104}",,,
,,,,,,,,,0.7259,,0.7259,,,,,,a4_full_surface_lexical,0.7236,,,40,"['char_a', 'char_abs_diff', 'char_b', 'char_ratio_ab', 'char_ratio_ba', 'id_a', 'id_abs_diff', 'id_b', 'id_ratio_ab', 'id_ratio_ba', 'identifier_multiset_l1', 'identifier_multiset_overlap', 'identifier_set_jaccard', 'lang_pair=Java->C', 'lang_pair=Java->C#', 'lang_pair=Java->C++', 'lang_pair=Java->Go', 'lang_pair=Java->JavaScript', 'lang_pair=Java->OCaml', 'lang_pair=Java->PHP', 'lang_pair=Java->Python', 'lang_pair=Java->Ruby', 'lang_pair=Java->Rust', 'line_a', 'line_abs_diff', 'line_b', 'line_density_a', 'line_density_b', 'line_ratio_ab', 'line_ratio_ba', 'structure_multiset_l1', 'structure_multiset_overlap', 'token_a', 'token_abs_diff', 'token_b', 'token_multiset_l1', 'token_multiset_overlap', 'token_ratio_ab', 'token_ratio_ba', 'token_set_jaccard']",85,80,0.7259,unixcoder,602,,,,,,0.7297,0.4917,,p0-eb,0.7176,,shortcut_baselines,10.0,,,,221,216,,"{'n': 588, 'precision': 0.7089, 'recall': 0.7041, 'f1': 0.7065, 'macro_f1': 0.7075, 'accuracy': 0.7075, 'balanced_accuracy': 0.7075, 'predicted_positive_rate': 0.4966, 'tp': 207, 'fp': 85, 'tn': 209, 'fn': 87}",,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_pair_hash_lookup,0.0,0,no,,,300,0,0.3333,unixcoder,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_a_hash_lookup,0.0,0,no,,,300,0,0.3333,unixcoder,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,,,0.0,,0,a1_code_b_hash_lookup,0.0,0,no,,,300,0,0.3333,unixcoder,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,,,,,300,0,600,,,,
,,,,,,,,,0.5,,0.5,50000,,,,,a2_code_a_only,0.0,,,73142,,300,0,0.3333,unixcoder,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,23142
,,,,,,,,,0.5,,0.5,50000,,,,,a3_code_b_only,0.0,,,100000,,300,0,0.3333,unixcoder,600,,,,,,0.0,0.0,,p2,0.0,,shortcut_baselines,0.1,,,,300,0,,"{'n': 600, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'macro_f1': 0.3333, 'accuracy': 0.5, 'balanced_accuracy': 0.5, 'predicted_positive_rate': 0.0, 'tp': 0, 'fp': 0, 'tn': 300, 'fn': 300}",,,50000
,,,,,,,,,0.6,,0.6,,,,,,a4_lite_surface,0.6215,,,15,"['char_a', 'char_b', 'line_a', 'line_b', 'token_a', 'token_b', 'char_abs_diff', 'char_signed_diff', 'char_ratio', 'line_abs_diff', 'line_signed_diff', 'line_ratio', 'token_abs_diff', 'token_signed_diff', 'token_ratio']",103,137,0.5987,unixcoder,600,,,,,,0.5898,0.5567,,p2,0.6567,,shortcut_baselines,1.0,,,,163,197,,"{'n': 600, 'precision': 0.5586, 'recall': 0.6833, 'f1': 0.6147, 'macro_f1': 0.5663, 'accuracy': 0.5717, 'balanced_accuracy': 0.5717, 'predicted_positive_rate': 0.6117, 'tp': 205, 'fp': 162, 'tn': 138, 'fn': 95}",,,
,,,,,,,,,0.705,,0.705,,,,,,a4_full_surface_lexical,0.6889,,,40,"['char_a', 'char_abs_diff', 'char_b', 'char_ratio_ab', 'char_ratio_ba', 'id_a', 'id_abs_diff', 'id_b', 'id_ratio_ab', 'id_ratio_ba', 'identifier_multiset_l1', 'identifier_multiset_overlap', 'identifier_set_jaccard', 'lang_pair=Java->C', 'lang_pair=Java->C#', 'lang_pair=Java->C++', 'lang_pair=Java->Go', 'lang_pair=Java->JavaScript', 'lang_pair=Java->OCaml', 'lang_pair=Java->PHP', 'lang_pair=Java->Python', 'lang_pair=Java->Ruby', 'lang_pair=Java->Rust', 'line_a', 'line_abs_diff', 'line_b', 'line_density_a', 'line_density_b', 'line_ratio_ab', 'line_ratio_ba', 'structure_multiset_l1', 'structure_multiset_overlap', 'token_a', 'token_abs_diff', 'token_b', 'token_multiset_l1', 'token_multiset_overlap', 'token_ratio_ab', 'token_ratio_ba', 'token_set_jaccard']",104,73,0.7042,unixcoder,600,,,,,,0.7286,0.4483,,p2,0.6533,,shortcut_baselines,1.0,,,,227,196,,"{'n': 600, 'precision': 0.6594, 'recall': 0.71, 'f1': 0.6838, 'macro_f1': 0.6712, 'accuracy': 0.6717, 'balanced_accuracy': 0.6717, 'predicted_positive_rate': 0.5383, 'tp': 213, 'fp': 110, 'tn': 190, 'fn': 87}",,,
